rank,grade,domain,unit,concept_id,label_ko,concept_type,confidence,evidence_depth,needs_textbook_evidence,source_ref_count,parent_ids,prerequisite_ids,related_ids,short_definition,notes
22,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,m1_mis_irrational_decimal,무한소수와 무리수를 같은 말로 보는 오류,misconception_risk,low,official_dual_source,yes,4,m1_num_square_root_real_unit,,m1_num_repeating_decimal,순환소수도 무한소수이지만 유리수일 수 있다는 점을 놓쳐 무한소수를 모두 무리수로 보는 위험.,
22,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,m1_mis_radical_like_terms,근호 안의 수가 다른 제곱근을 동류항처럼 더하는 오류,misconception_risk,low,official_single_source,yes,1,m1_num_square_root_real_unit,,m1_num_radical_expression; m1_num_radical_add_sub_same_radicand,근호 안의 수가 같은 제곱근끼리 덧셈과 뺄셈을 할 수 있다는 조건을 놓치는 위험.,
22,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,m1_mis_radical_principal_root,근호가 나타내는 제곱근의 부호를 혼동하는 오류,misconception_risk,low,official_dual_source,yes,2,m1_num_square_root_real_unit,,m1_num_square_root_property,근호 표현과 어떤 수의 두 제곱근을 구하는 상황을 구별하지 못하는 위험.,
22,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,m1_num_irrational_number,무리수,core_concept,high,official_dual_source,yes,5,m1_num_square_root_real_unit; m1_num_real_number,m1_num_rational_number; m1_num_square_root,m1_num_unit_square_diagonal; m1_mis_irrational_decimal,유리수가 아닌 수.,
22,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,m1_num_real_number,실수,core_concept,high,official_dual_source,yes,6,m1_num_square_root_real_unit,m1_num_rational_number; m1_num_irrational_number,m1_num_rational_irrational_classification; m1_num_real_order,유리수와 무리수를 함께 이르는 수의 집합.,
22,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,m1_num_square_root,제곱근,core_concept,high,official_dual_source,yes,4,m1_num_square_root_real_unit,m1_calc_power,m1_num_radical_sign; m1_num_square_root_property,제곱하여 주어진 수가 되는 수.,
22,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,m1_num_square_root_real_unit,제곱근과 실수,core_concept,high,official_dual_source,yes,10,m1_num_domain,m1_num_rational_number,m1_num_integer_rational_unit; m1_num_repeating_decimal_unit,"제곱근, 무리수, 실수, 실수의 대소 관계, 근호를 포함한 식의 계산을 다루는 단원.",
22,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,m1_num_radical_expression,근호를 포함한 식,representation,high,official_dual_source,yes,3,m1_num_square_root_real_unit,m1_num_radical_sign; m1_num_square_root_property,m1_num_radical_operations; m1_num_rationalize_denominator,근호가 포함되어 있는 수식 표현.,
22,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,m1_num_real_number_system,실수의 수 체계,representation,high,official_dual_source,yes,3,m1_num_real_number,m1_num_rational_number; m1_num_irrational_number,m1_num_rational_irrational_classification,실수를 유리수와 무리수의 포함 관계로 조직해 나타낸 수 체계 표현.,
22,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,m1_num_unit_square_diagonal,한 변의 길이가 1인 정사각형의 대각선,representation,medium,official_dual_source,yes,3,m1_num_square_root_real_unit,m1_num_square_root,m1_num_irrational_number,무리수의 존재를 직관적으로 이해하기 위해 사용하는 기하적 예.,
