rank,grade,domain,unit,concept_id,label_ko,concept_type,confidence,evidence_depth,needs_textbook_evidence,source_ref_count,parent_ids,prerequisite_ids,related_ids,short_definition,notes
6,중1(교육과정 학년군: 중1-3),변화와 관계,일차함수와 그 그래프,m1_func_slope_ratio_formula,기울기 계산식,representation,low,official_single_source,yes,1,m1_func_slope,m1_func_x_increment; m1_func_y_increment; m1_num_ratio,m1_func_find_graph_equation; m1_func_graph_drawing,기울기를 y의 증가량과 x의 증가량의 비로 나타내는 식 표현.,성취수준 문서의 기울기 부호 판단과 그래프의 식 구하기 맥락에서 추출한 미시 표현이다. 증가량의 비 표현은 교과서 본문 확인 전까지 낮은 신뢰도로 둔다.
6,중1(교육과정 학년군: 중1-3),변화와 관계,일차함수와 그 그래프,m1_func_input_value,입력값,term,low,official_dual_source,yes,2,m1_func_function,m1_func_function,m1_func_value; m1_mis_function_value_input_output,함숫값을 구할 때 함수에 넣는 값.,공식 문서에는 함숫값을 구하는 수행이 확인되지만 '입력값' 용어 자체는 교과서 본문 확인 전까지 낮은 신뢰도로 둔다.
6,중1(교육과정 학년군: 중1-3),변화와 관계,일차함수와 그 그래프,m1_func_x_increment,x의 증가량,term,low,official_single_source,yes,1,m1_func_slope,m1_func_linear_graph; m1_coord_x_coordinate,m1_func_slope_ratio_formula,기울기를 계산할 때 x값이 얼마나 변했는지 나타내는 양.,성취수준 문서에는 기울기 부호와 그래프의 식 구하기가 확인된다. x의 증가량이라는 세부 계산 용어는 교과서 본문 확인 전까지 낮은 신뢰도로 둔다.
6,중1(교육과정 학년군: 중1-3),변화와 관계,일차함수와 그 그래프,m1_func_y_increment,y의 증가량,term,low,official_single_source,yes,1,m1_func_slope,m1_func_linear_graph; m1_coord_y_coordinate,m1_func_slope_ratio_formula,기울기를 계산할 때 y값이 얼마나 변했는지 나타내는 양.,성취수준 문서에는 기울기 부호와 그래프의 식 구하기가 확인된다. y의 증가량이라는 세부 계산 용어는 교과서 본문 확인 전까지 낮은 신뢰도로 둔다.
6,중1(교육과정 학년군: 중1-3),변화와 관계,일차함수와 그 그래프,m1_mis_all_relations_are_functions,모든 두 양의 관계를 함수로 보는 오류,misconception_risk,low,official_dual_source,yes,3,m1_func_unit,m1_func_function_judgement,m1_func_function; m1_func_correspondence,한 양의 값에 다른 양의 값이 하나씩 정해지는 조건을 확인하지 않고 모든 관계를 함수라고 보는 위험.,
6,중1(교육과정 학년군: 중1-3),변화와 관계,일차함수와 그 그래프,m1_mis_function_linear_function,함수와 일차함수 혼동,misconception_risk,low,official_dual_source,yes,4,m1_func_unit,m1_func_function; m1_func_linear_function,m1_func_function; m1_func_linear_function,함수 전체와 일차함수라는 특수한 함수를 구별하지 못하는 위험.,
6,중1(교육과정 학년군: 중1-3),변화와 관계,일차함수와 그 그래프,m1_mis_function_value_input_output,함숫값과 입력값 혼동,misconception_risk,low,official_dual_source,yes,2,m1_func_unit,m1_func_value,m1_func_value; m1_expr_substitution,함숫값을 구할 때 주어진 값과 대응되어 나오는 값을 혼동하는 위험.,
6,중1(교육과정 학년군: 중1-3),변화와 관계,일차함수와 그 그래프,m1_mis_multiple_outputs_same_input,하나의 입력에 여러 출력이 대응하는 경우를 함수로 보는 오류,misconception_risk,low,official_dual_source,yes,2,m1_func_unit,m1_func_unique_correspondence; m1_func_function_judgement,m1_func_unique_correspondence,하나의 입력값에 여러 출력값이 대응하는 관계도 함수라고 판단하는 위험.,공식 문서의 '하나씩 정해지는 대응 관계'와 함수 판단 성취수준에서 추론한 오개념 위험이다. 교과서 예제·문항 근거 확인 전까지 낮은 신뢰도로 둔다.
6,중1(교육과정 학년군: 중1-3),변화와 관계,일차함수와 그 그래프,m1_mis_slope_intercept,기울기와 절편 혼동,misconception_risk,low,official_dual_source,yes,2,m1_func_unit,m1_func_slope; m1_func_y_intercept,m1_func_slope; m1_func_y_intercept,일차함수의 식이나 그래프에서 변화의 정도와 축과 만나는 값을 구별하지 못하는 위험.,
6,중1(교육과정 학년군: 중1-3),변화와 관계,일차함수와 그 그래프,m1_mis_slope_sign,기울기 부호와 그래프 방향 혼동,misconception_risk,low,official_single_source,yes,1,m1_func_unit,m1_func_slope_sign,m1_func_slope_sign; m1_graph_increase_decrease,그래프의 증가·감소 방향과 기울기 부호를 잘못 연결하는 위험.,
6,중1(교육과정 학년군: 중1-3),변화와 관계,일차함수와 그 그래프,m1_mis_x_y_intercept,x절편과 y절편 혼동,misconception_risk,low,official_dual_source,yes,2,m1_func_unit,m1_func_x_intercept; m1_func_y_intercept,m1_func_x_intercept; m1_func_y_intercept,그래프가 어느 축과 만나는지와 해당 좌표를 혼동하는 위험.,
6,중1(교육과정 학년군: 중1-3),변화와 관계,일차함수와 그 그래프,m1_func_function,함수,core_concept,high,official_dual_source,yes,4,m1_func_unit,m1_func_two_quantity_relation; m1_func_correspondence,m1_mis_all_relations_are_functions,한 양이 변함에 따라 다른 양이 하나씩 정해지는 두 양 사이의 대응 관계.,
6,중1(교육과정 학년군: 중1-3),변화와 관계,일차함수와 그 그래프,m1_func_linear_function,일차함수,core_concept,high,official_dual_source,yes,3,m1_func_unit; m1_func_function,m1_func_function; m1_expr_linear_expression,m1_func_linear_formula; m1_func_linear_graph; m1_mis_function_linear_function,일차식 형태로 두 양 사이의 함수 관계를 나타내는 함수.,
6,중1(교육과정 학년군: 중1-3),변화와 관계,일차함수와 그 그래프,m1_func_unit,일차함수와 그 그래프,core_concept,high,official_single_source,yes,3,,m1_coord_graph_unit; m1_expr_unit; m1_eq_unit,m1_system_unit,"함수의 개념과 함숫값, 일차함수의 그래프와 성질을 다루는 단원.",
6,중1(교육과정 학년군: 중1-3),변화와 관계,일차함수와 그 그래프,m1_func_correspondence,대응 관계,sub_concept,high,official_dual_source,yes,2,m1_func_function,m1_func_two_quantity_relation,m1_func_function_judgement,한 양의 값에 따라 다른 양의 값이 정해지는 관계.,
6,중1(교육과정 학년군: 중1-3),변화와 관계,일차함수와 그 그래프,m1_func_two_quantity_relation,두 양 사이의 관계,sub_concept,high,official_dual_source,yes,2,m1_func_function,m1_repr_table; m1_repr_expression,m1_func_correspondence; m1_func_function_judgement,한 양의 변화에 따라 다른 양이 어떻게 정해지는지 살피는 관계.,
6,중1(교육과정 학년군: 중1-3),변화와 관계,일차함수와 그 그래프,m1_func_linear_formula,일차함수의 식,representation,high,official_dual_source,yes,2,m1_func_linear_function,m1_func_linear_function; m1_repr_expression,m1_func_linear_graph; m1_func_y_ax_graph; m1_func_y_ax_b_graph,일차함수 관계를 문자와 기호로 나타낸 식.,
6,중1(교육과정 학년군: 중1-3),변화와 관계,일차함수와 그 그래프,m1_func_linear_graph,일차함수의 그래프,representation,high,official_dual_source,yes,3,m1_func_unit,m1_coord_coordinate_plane; m1_graph_graph; m1_func_linear_function,m1_func_graph_drawing; m1_func_graph_properties,일차함수의 관계를 좌표평면 위에 나타낸 그래프.,
6,중1(교육과정 학년군: 중1-3),변화와 관계,일차함수와 그 그래프,m1_func_y_ax_b_graph,일차함수 y=ax+b의 그래프,representation,medium,official_single_source,yes,1,m1_func_linear_graph,m1_func_y_ax_graph; m1_func_parallel_translation,m1_func_slope; m1_func_y_intercept,일차함수 y=ax+b 꼴의 그래프.,성취수준 문서에 y=ax의 그래프를 이용해 y=ax+b의 그래프를 그리는 수행이 제시된다.
6,중1(교육과정 학년군: 중1-3),변화와 관계,일차함수와 그 그래프,m1_func_y_ax_graph,일차함수 y=ax의 그래프,representation,medium,official_single_source,yes,1,m1_func_linear_graph,m1_func_linear_function; m1_prop_direct_proportion,m1_func_y_ax_b_graph; m1_func_slope,일차함수 y=ax 꼴의 그래프.,성취수준 문서에 y=ax의 그래프를 이용해 y=ax+b 그래프를 그리는 수행이 제시된다.
6,중1(교육과정 학년군: 중1-3),변화와 관계,일차함수와 그 그래프,m1_func_find_graph_equation,일차함수 그래프의 식 구하기,procedure,high,official_dual_source,yes,2,m1_func_unit,m1_func_graph_properties; m1_func_linear_formula,m1_func_slope; m1_func_y_intercept,일차함수의 그래프 성질을 이용하여 그래프를 나타내는 식을 구하는 절차.,
