rank,grade,domain,unit,concept_id,label_ko,concept_type,confidence,evidence_depth,needs_textbook_evidence,source_ref_count,parent_ids,prerequisite_ids,related_ids,short_definition,notes
16,중1(교육과정 학년군: 중1-3),도형과 측정,평면도형의 성질,m1_mis_arc_chord,호와 현을 같은 대상으로 보는 오류,misconception_risk,low,official_dual_source,yes,3,m1_geo_plane_properties_unit,m1_geo_arc; m1_geo_chord,m1_geo_sector; m1_geo_circular_segment,원의 둘레 일부인 호와 원 위 두 점을 잇는 선분인 현을 구별하지 못하는 위험.,
16,중1(교육과정 학년군: 중1-3),도형과 측정,평면도형의 성질,m1_geo_plane_properties_unit,평면도형의 성질,core_concept,high,official_dual_source,yes,4,m1_geo_domain,m1_geo_basic_unit,m1_geo_circle_unit,"다각형의 각과 대각선, 부채꼴의 중심각과 호, 호의 길이와 넓이를 다루는 단원.",
16,중1(교육과정 학년군: 중1-3),도형과 측정,평면도형의 성질,m1_geo_polygon,다각형,core_concept,high,official_dual_source,yes,2,m1_geo_plane_properties_unit,m1_geo_point; m1_geo_line; m1_geo_angle,m1_geo_interior_angle; m1_geo_exterior_angle; m1_geo_diagonal,여러 선분으로 둘러싸인 평면도형.,
16,중1(교육과정 학년군: 중1-3),도형과 측정,평면도형의 성질,m1_geo_sector,부채꼴,core_concept,high,official_dual_source,yes,3,m1_geo_plane_properties_unit,m1_geo_circle; m1_geo_central_angle; m1_geo_arc,,원의 두 반지름과 그 사이의 호로 둘러싸인 도형.,
16,중1(교육과정 학년군: 중1-3),도형과 측정,평면도형의 성질,m1_geo_sector_arc_length_area,부채꼴의 호의 길이와 넓이 구하기,procedure,high,official_dual_source,yes,2,m1_geo_plane_properties_unit,m1_geo_sector; m1_geo_central_angle; m1_geo_arc,m1_geo_circle,중심각과 호의 관계를 이용해 부채꼴의 호의 길이와 넓이를 구하는 절차.,
16,중1(교육과정 학년군: 중1-3),도형과 측정,평면도형의 성질,m1_geo_convex_polygon_scope,볼록다각형 범위,property,medium,official_single_source,yes,1,m1_geo_plane_properties_unit,m1_geo_polygon,m1_geo_polygon_angle_sum; m1_geo_diagonal_count,중학교 다각형 성질 탐구에서 주로 다루는 볼록한 경우의 범위 조건.,교육과정 유의사항에서 다각형은 볼록한 경우만 다루도록 한 범위 제한이다.
16,중1(교육과정 학년군: 중1-3),도형과 측정,평면도형의 성질,m1_geo_diagonal_count,다각형의 대각선 개수,property,high,official_dual_source,yes,3,m1_geo_plane_properties_unit,m1_geo_polygon; m1_geo_diagonal,m1_geo_convex_polygon_scope,다각형의 꼭짓점 수와 대각선 개수 사이의 관계.,
16,중1(교육과정 학년군: 중1-3),도형과 측정,평면도형의 성질,m1_geo_polygon_angle_sum,다각형의 내각과 외각의 크기,property,high,official_dual_source,yes,3,m1_geo_plane_properties_unit,m1_geo_polygon; m1_geo_interior_angle; m1_geo_exterior_angle; m1_geo_parallel_angle_properties,m1_geo_convex_polygon_scope,다각형의 내각의 합과 외각의 크기 관계를 일반화한 성질.,
16,중1(교육과정 학년군: 중1-3),도형과 측정,평면도형의 성질,m1_geo_arc,호,term,high,official_dual_source,yes,3,m1_geo_plane_properties_unit,m1_geo_circle,m1_geo_central_angle; m1_geo_chord; m1_mis_arc_chord,원둘레의 일부분.,
16,중1(교육과정 학년군: 중1-3),도형과 측정,평면도형의 성질,m1_geo_central_angle,중심각,term,high,official_dual_source,yes,3,m1_geo_plane_properties_unit,m1_geo_angle; m1_geo_circle,m1_geo_arc; m1_geo_sector,원의 중심을 꼭짓점으로 하는 각.,
16,중1(교육과정 학년군: 중1-3),도형과 측정,평면도형의 성질,m1_geo_chord,현,term,high,official_dual_source,yes,5,m1_geo_plane_properties_unit; m1_geo_circle_unit,m1_geo_circle; m1_geo_point,m1_geo_arc; m1_geo_circle_chord_property; m1_mis_arc_chord,원 위의 두 점을 이은 선분.,
16,중1(교육과정 학년군: 중1-3),도형과 측정,평면도형의 성질,m1_geo_circular_segment,활꼴,term,high,official_single_source,yes,2,m1_geo_plane_properties_unit,m1_geo_arc; m1_geo_chord,m1_geo_sector,원에서 현과 그 현이 끊어낸 호로 둘러싸인 도형.,
16,중1(교육과정 학년군: 중1-3),도형과 측정,평면도형의 성질,m1_geo_diagonal,대각선,term,medium,official_dual_source,yes,3,m1_geo_plane_properties_unit,m1_geo_polygon,m1_geo_diagonal_count; m1_geo_quadrilateral_diagonal_properties,다각형에서 이웃하지 않는 두 꼭짓점을 잇는 선분.,
16,중1(교육과정 학년군: 중1-3),도형과 측정,평면도형의 성질,m1_geo_exterior_angle,외각,term,high,official_dual_source,yes,3,m1_geo_plane_properties_unit,m1_geo_polygon; m1_geo_angle,m1_geo_interior_angle; m1_geo_polygon_angle_sum,다각형의 한 변을 연장했을 때 바깥쪽에 생기는 각.,
16,중1(교육과정 학년군: 중1-3),도형과 측정,평면도형의 성질,m1_geo_interior_angle,내각,term,high,official_dual_source,yes,3,m1_geo_plane_properties_unit,m1_geo_polygon; m1_geo_angle,m1_geo_exterior_angle; m1_geo_polygon_angle_sum,다각형의 안쪽에 생기는 각.,
16,중1(교육과정 학년군: 중1-3),도형과 측정,평면도형의 성질,m1_geo_secant,할선,term,high,official_single_source,yes,2,m1_geo_plane_properties_unit,m1_geo_circle; m1_geo_line,m1_geo_chord; m1_geo_tangent_line,원과 두 점에서 만나는 직선.,
