rank,grade,domain,unit,concept_id,label_ko,concept_type,confidence,evidence_depth,needs_textbook_evidence,source_ref_count,parent_ids,prerequisite_ids,related_ids,short_definition,notes
12,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,m1_num_prime_factorization_uniqueness,소인수분해의 유일성,property,low,official_dual_source,yes,2,m1_num_prime_factor_unit,m1_num_prime_factorization; m1_num_prime_factor_product,,소인수의 순서를 제외하면 자연수의 소인수분해 결과가 하나로 정해진다는 성질.,중학교 소인수분해 학습에서 자연스럽게 쓰이는 성질이나 공식 문서 직접 용어 근거는 약하므로 교과서 본문 확인 전까지 low로 둔다.
12,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,m1_mis_gcd_lcm_common_all_prime_factor,최대공약수와 최소공배수에서 공통 소인수와 모든 소인수를 뒤바꾸는 오류,misconception_risk,low,official_dual_source,yes,3,m1_num_prime_factor_unit,,m1_num_select_common_prime_factors; m1_num_select_all_prime_factors,"최대공약수에는 공통 소인수를, 최소공배수에는 필요한 모든 소인수를 사용한다는 절차 차이를 뒤바꾸는 위험.",공식 성취기준의 원리 설명 요구에서 추론한 오개념 위험이다. 교과서 문제나 오답 예시 근거가 확인될 때까지 low로 둔다.
12,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,m1_mis_gcd_lcm_scope,최대공약수·최소공배수 활용 문제를 범위로 오인하는 오류,misconception_risk,low,official_single_source,yes,1,m1_num_prime_factor_unit,,m1_num_gcd; m1_num_lcm,공식 교육과정에서 최대공약수와 최소공배수의 활용 문제는 다루지 않는다는 범위 제한을 놓치는 위험.,공식 문서의 제외 범위를 학습 범위 관리용 오개념 위험으로 기록했다.
12,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,m1_mis_prime_one,1을 소수나 합성수로 보는 오류,misconception_risk,low,official_dual_source,yes,2,m1_num_prime_factor_unit,,m1_num_natural_number,1보다 큰 자연수라는 조건을 놓쳐 1을 소수 또는 합성수로 분류하는 위험.,
12,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,m1_num_prime_factor_unit,소인수분해,core_concept,high,official_dual_source,yes,5,m1_num_domain,,,자연수를 소인수의 곱으로 나타내고 이를 이용해 최대공약수와 최소공배수를 구하는 단원.,
12,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,m1_num_common_prime_factor,공통 소인수,sub_concept,medium,official_dual_source,yes,3,m1_num_prime_factor_unit,m1_num_prime_factorization; m1_num_prime_factor,m1_num_select_common_prime_factors; m1_num_gcd_prime_factor_product,두 자연수의 소인수분해 결과에서 공통으로 나타나는 소인수.,최대공약수를 소인수분해로 구하는 절차를 설명하기 위한 미시 개념이다. 교과서 표현 차이는 추후 aliases에 보존한다.
12,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,m1_num_gcd,최대공약수,sub_concept,high,official_dual_source,yes,3,m1_num_prime_factor_unit,m1_num_divisor,m1_num_lcm; m1_num_coprime; m1_num_divisor,두 자연수의 공통된 약수 중 가장 큰 수.,
12,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,m1_num_lcm,최소공배수,sub_concept,high,official_dual_source,yes,3,m1_num_prime_factor_unit,m1_num_multiple,m1_num_gcd; m1_num_multiple,두 자연수의 공통된 배수 중 가장 작은 양의 수.,
12,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,m1_num_prime_factor_product,소인수의 곱으로 표현하기,representation,high,official_dual_source,yes,2,m1_num_prime_factor_unit,m1_num_prime_factorization; m1_calc_power,m1_calc_base; m1_calc_exponent,소인수분해 결과를 거듭제곱과 곱의 형태로 나타낸 표현.,
12,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,m1_num_coprime_judgement_prime_factorization,소인수분해로 서로소 판별하기,procedure,medium,official_dual_source,yes,4,m1_num_prime_factor_unit,m1_num_prime_factorization; m1_num_coprime; m1_num_gcd,,두 자연수의 소인수분해 결과나 최대공약수를 이용하여 서로소인지 판단하는 절차.,서로소는 공식 용어이나 판별 절차는 교과서 전개 근거가 필요하므로 medium으로 둔다.
