rank,grade,domain,unit,concept_id,label_ko,concept_type,confidence,evidence_depth,needs_textbook_evidence,source_ref_count,parent_ids,prerequisite_ids,related_ids,short_definition,notes
25,중3(교육과정 학년군: 중1-3),자료와 가능성,상자그림과 산점도,m1_mis_correlation_causation,상관관계를 원인과 결과로 단정하는 오류,misconception_risk,low,official_dual_source,yes,3,m1_data_box_scatter_unit,m1_data_correlation,m1_data_scatter_plot_interpretation,산점도에서 두 변량 사이의 관련 경향이 보인다는 사실만으로 한 변량이 다른 변량의 원인이라고 단정하는 위험.,공식 문서는 상관관계를 말하는 수준을 다룬다. 인과 판단 오류는 교과서 본문이나 문항 근거 보강 전까지 잠정 노드로 둔다.
25,중3(교육과정 학년군: 중1-3),자료와 가능성,상자그림과 산점도,m1_data_box_scatter_unit,상자그림과 산점도,core_concept,high,official_dual_source,yes,4,m1_data_domain,m1_data_variability_unit; m1_data_technology_tool_stats,,상자그림으로 두 집단의 분포를 비교하고 산점도로 두 변량 사이의 상관관계를 해석하는 단원.,
25,중3(교육과정 학년군: 중1-3),자료와 가능성,상자그림과 산점도,m1_data_correlation,상관관계,core_concept,high,official_dual_source,yes,3,m1_data_box_scatter_unit,m1_data_scatter_plot,,두 변량 사이에 함께 변하는 경향이 있는지를 나타내는 관계.,
25,중3(교육과정 학년군: 중1-3),자료와 가능성,상자그림과 산점도,m1_data_negative_correlation,음의 상관관계,sub_concept,high,official_dual_source,yes,2,m1_data_box_scatter_unit; m1_data_correlation,m1_data_correlation,m1_data_positive_correlation; m1_data_no_correlation,한 변량이 커질 때 다른 변량은 대체로 작아지는 관계.,
25,중3(교육과정 학년군: 중1-3),자료와 가능성,상자그림과 산점도,m1_data_no_correlation,상관관계가 없는 경우,sub_concept,high,official_dual_source,yes,2,m1_data_box_scatter_unit; m1_data_correlation,m1_data_correlation,m1_data_positive_correlation; m1_data_negative_correlation,두 변량 사이의 뚜렷한 증가·감소 경향을 말하기 어려운 경우.,
25,중3(교육과정 학년군: 중1-3),자료와 가능성,상자그림과 산점도,m1_data_positive_correlation,양의 상관관계,sub_concept,high,official_dual_source,yes,2,m1_data_box_scatter_unit; m1_data_correlation,m1_data_correlation,m1_data_negative_correlation; m1_data_no_correlation,한 변량이 커질 때 다른 변량도 대체로 커지는 관계.,
25,중3(교육과정 학년군: 중1-3),자료와 가능성,상자그림과 산점도,m1_data_box_plot,상자그림,representation,high,official_dual_source,yes,4,m1_data_box_scatter_unit,m1_data_quartile; m1_data_technology_tool_stats,m1_data_box_plot_compare,사분위수를 이용하여 자료의 분포를 상자와 선으로 나타낸 그림.,
25,중3(교육과정 학년군: 중1-3),자료와 가능성,상자그림과 산점도,m1_data_scatter_plot,산점도,representation,high,official_dual_source,yes,3,m1_data_box_scatter_unit,m1_data_variable; m1_coord_coordinate_plane; m1_graph_graph,m1_data_correlation; m1_data_scatter_plot_interpretation,두 변량의 대응값을 좌표평면 위의 점들로 나타낸 그래프.,
25,중3(교육과정 학년군: 중1-3),자료와 가능성,상자그림과 산점도,m1_data_box_plot_compare,상자그림으로 두 집단의 분포 비교,procedure,high,official_dual_source,yes,3,m1_data_box_scatter_unit,m1_data_box_plot; m1_data_distribution_interpretation,m1_data_compare_distributions_variability,"상자그림을 보고 두 집단의 중심, 퍼짐, 분포 특징을 비교하여 해석하는 절차.",
25,중3(교육과정 학년군: 중1-3),자료와 가능성,상자그림과 산점도,m1_data_scatter_plot_interpretation,산점도로 상관관계 말하기,procedure,high,official_dual_source,yes,3,m1_data_box_scatter_unit,m1_data_scatter_plot; m1_data_correlation,m1_mis_correlation_causation,"산점도의 점들이 나타내는 경향을 보고 양의 상관관계, 음의 상관관계, 상관관계가 없는 경우를 판단하는 절차.",
25,중3(교육과정 학년군: 중1-3),자료와 가능성,상자그림과 산점도,m1_data_quartile,사분위수,term,high,official_dual_source,yes,3,m1_data_box_scatter_unit,m1_data_median; m1_num_order_relation,m1_data_box_plot,자료를 크기순으로 배열했을 때 네 부분으로 나누는 위치의 값.,
