rank,unit,edge_id,source_id,source_label_ko,source_unit,target_id,target_label_ko,target_unit,relationship_type,edge_scope,confidence,evidence_depth,needs_textbook_evidence,source_ref_count,notes
12,일차방정식,m1_eq_unit__contains__m1_mis_expression_equation,m1_eq_unit,일차방정식,일차방정식,m1_mis_expression_equation,식과 방정식 혼동,일차방정식,contains,intra_unit,low,official_dual_source,yes,2,
12,일차방정식,m1_eq_unit__contains__m1_mis_solution_check,m1_eq_unit,일차방정식,일차방정식,m1_mis_solution_check,구한 해의 상황 적합성 확인 누락,일차방정식,contains,intra_unit,low,official_dual_source,yes,2,
12,일차방정식,m1_eq_unit__contains__m1_mis_transposition_sign,m1_eq_unit,일차방정식,일차방정식,m1_mis_transposition_sign,이항할 때 부호를 잘못 바꾸는 오류,일차방정식,contains,intra_unit,low,official_dual_source,yes,3,
12,일차방정식,m1_mis_expression_equation__often_confused_with__m1_eq_equality,m1_mis_expression_equation,식과 방정식 혼동,일차방정식,m1_eq_equality,등식,일차방정식,often_confused_with,intra_unit,low,official_dual_source,yes,2,
12,일차방정식,m1_mis_expression_equation__often_confused_with__m1_eq_equation,m1_mis_expression_equation,식과 방정식 혼동,일차방정식,m1_eq_equation,방정식,일차방정식,often_confused_with,intra_unit,low,official_dual_source,yes,2,
12,일차방정식,m1_mis_expression_equation__often_confused_with__m1_eq_equation_identity_distinction,m1_mis_expression_equation,식과 방정식 혼동,일차방정식,m1_eq_equation_identity_distinction,방정식과 항등식 구별하기,일차방정식,often_confused_with,intra_unit,low,official_dual_source,yes,2,related_ids에서 확인된 오개념 위험 연결을 낮은 신뢰도 edge로 보강. 교과서 근거 확인 후 유지 또는 조정.
12,일차방정식,m1_mis_solution_check__often_confused_with__m1_eq_interpret_solution_context,m1_mis_solution_check,구한 해의 상황 적합성 확인 누락,일차방정식,m1_eq_interpret_solution_context,해를 문제 상황에 맞게 해석하기,일차방정식,often_confused_with,intra_unit,low,official_dual_source,yes,2,related_ids에서 확인된 오개념 위험 연결을 낮은 신뢰도 edge로 보강. 교과서 근거 확인 후 유지 또는 조정.
12,일차방정식,m1_mis_solution_check__often_confused_with__m1_eq_modeling_linear_equation,m1_mis_solution_check,구한 해의 상황 적합성 확인 누락,일차방정식,m1_eq_modeling_linear_equation,일차방정식 세우기,일차방정식,often_confused_with,intra_unit,low,official_dual_source,yes,2,related_ids에서 확인된 오개념 위험 연결을 낮은 신뢰도 edge로 보강. 교과서 근거 확인 후 유지 또는 조정.
12,일차방정식,m1_mis_solution_check__often_confused_with__m1_eq_solution_check,m1_mis_solution_check,구한 해의 상황 적합성 확인 누락,일차방정식,m1_eq_solution_check,해의 확인,일차방정식,often_confused_with,intra_unit,low,official_dual_source,yes,2,
12,일차방정식,m1_mis_transposition_sign__often_confused_with__m1_eq_solving_linear_equation,m1_mis_transposition_sign,이항할 때 부호를 잘못 바꾸는 오류,일차방정식,m1_eq_solving_linear_equation,일차방정식 풀기,일차방정식,often_confused_with,intra_unit,low,official_dual_source,yes,3,related_ids에서 확인된 오개념 위험 연결을 낮은 신뢰도 edge로 보강. 교과서 근거 확인 후 유지 또는 조정.
12,일차방정식,m1_mis_transposition_sign__often_confused_with__m1_eq_transposition,m1_mis_transposition_sign,이항할 때 부호를 잘못 바꾸는 오류,일차방정식,m1_eq_transposition,이항,일차방정식,often_confused_with,intra_unit,low,official_dual_source,yes,3,
12,일차방정식,m1_mis_expression_equation__often_confused_with__m1_repr_expression,m1_mis_expression_equation,식과 방정식 혼동,일차방정식,m1_repr_expression,식,좌표평면과 그래프,often_confused_with,cross_unit,low,official_dual_source,yes,2,
12,일차방정식,m1_mis_ineq_solution_single_value__often_confused_with__m1_eq_solution,m1_mis_ineq_solution_single_value,부등식의 해를 한 값으로만 이해하는 오류,일차부등식,m1_eq_solution,해,일차방정식,often_confused_with,cross_unit,low,official_dual_source,yes,2,
12,일차방정식,m1_mis_system_one_equation_only__often_confused_with__m1_eq_solution,m1_mis_system_one_equation_only,연립방정식의 해를 한 방정식만 만족해도 된다고 보는 오류,연립일차방정식,m1_eq_solution,해,일차방정식,often_confused_with,cross_unit,low,official_dual_source,yes,2,related_ids에서 확인된 오개념 위험 연결을 낮은 신뢰도 edge로 보강. 교과서 근거 확인 후 유지 또는 조정.
12,일차방정식,m1_eq_both_sides__contains__m1_eq_left_side,m1_eq_both_sides,양변,일차방정식,m1_eq_left_side,좌변,일차방정식,contains,intra_unit,medium,official_single_source,yes,1,양변은 등식의 좌변과 우변을 함께 가리키는 교수·학습 용어이다.
12,일차방정식,m1_eq_both_sides__contains__m1_eq_right_side,m1_eq_both_sides,양변,일차방정식,m1_eq_right_side,우변,일차방정식,contains,intra_unit,medium,official_single_source,yes,1,양변은 등식의 좌변과 우변을 함께 가리키는 교수·학습 용어이다.
12,일차방정식,m1_eq_equality__contains__m1_eq_both_sides,m1_eq_equality,등식,일차방정식,m1_eq_both_sides,양변,일차방정식,contains,intra_unit,medium,official_single_source,yes,1,
12,일차방정식,m1_eq_equality__contains__m1_eq_left_side,m1_eq_equality,등식,일차방정식,m1_eq_left_side,좌변,일차방정식,contains,intra_unit,medium,official_single_source,yes,1,
12,일차방정식,m1_eq_equality__contains__m1_eq_right_side,m1_eq_equality,등식,일차방정식,m1_eq_right_side,우변,일차방정식,contains,intra_unit,medium,official_single_source,yes,1,
12,일차방정식,m1_eq_equality_properties__contains__m1_eq_equal_add_subtract_property,m1_eq_equality_properties,등식의 성질,일차방정식,m1_eq_equal_add_subtract_property,양변에 같은 수를 더하거나 빼기,일차방정식,contains,intra_unit,medium,official_dual_source,yes,2,
12,일차방정식,m1_eq_equality_properties__contains__m1_eq_equal_multiply_divide_property,m1_eq_equality_properties,등식의 성질,일차방정식,m1_eq_equal_multiply_divide_property,양변에 같은 수를 곱하거나 나누기,일차방정식,contains,intra_unit,medium,official_dual_source,yes,2,
12,일차방정식,m1_eq_equation__contains__m1_eq_root,m1_eq_equation,방정식,일차방정식,m1_eq_root,근,일차방정식,contains,intra_unit,medium,official_dual_source,yes,2,
12,일차방정식,m1_eq_equation__contains__m1_eq_solution,m1_eq_equation,방정식,일차방정식,m1_eq_solution,해,일차방정식,contains,intra_unit,high,official_dual_source,yes,3,
12,일차방정식,m1_eq_equation__contains__m1_eq_truth_value_by_substitution,m1_eq_equation,방정식,일차방정식,m1_eq_truth_value_by_substitution,대입값에 따른 등식의 참거짓,일차방정식,contains,intra_unit,medium,official_dual_source,yes,3,
12,일차방정식,m1_eq_equation__contains__m1_eq_unknown,m1_eq_equation,방정식,일차방정식,m1_eq_unknown,미지수,일차방정식,contains,intra_unit,high,official_dual_source,yes,2,
12,일차방정식,m1_eq_modeling_linear_equation__contains__m1_eq_choose_unknown_from_context,m1_eq_modeling_linear_equation,일차방정식 세우기,일차방정식,m1_eq_choose_unknown_from_context,문제 상황에서 미지수 정하기,일차방정식,contains,intra_unit,medium,official_dual_source,yes,4,
12,일차방정식,m1_eq_solution_check__contains__m1_eq_interpret_solution_context,m1_eq_solution_check,해의 확인,일차방정식,m1_eq_interpret_solution_context,해를 문제 상황에 맞게 해석하기,일차방정식,contains,intra_unit,medium,official_dual_source,yes,3,
12,일차방정식,m1_eq_solving_linear_equation__contains__m1_eq_apply_equality_properties,m1_eq_solving_linear_equation,일차방정식 풀기,일차방정식,m1_eq_apply_equality_properties,등식의 성질을 이용해 방정식 변형하기,일차방정식,contains,intra_unit,high,official_dual_source,yes,6,
12,일차방정식,m1_eq_solving_linear_equation__contains__m1_eq_collect_constant_terms,m1_eq_solving_linear_equation,일차방정식 풀기,일차방정식,m1_eq_collect_constant_terms,상수항 모으기,일차방정식,contains,intra_unit,medium,official_dual_source,yes,4,
12,일차방정식,m1_eq_solving_linear_equation__contains__m1_eq_collect_unknown_terms,m1_eq_solving_linear_equation,일차방정식 풀기,일차방정식,m1_eq_collect_unknown_terms,미지수항 모으기,일차방정식,contains,intra_unit,medium,official_dual_source,yes,4,
12,일차방정식,m1_eq_solving_linear_equation__contains__m1_eq_multiple_solving_methods,m1_eq_solving_linear_equation,일차방정식 풀기,일차방정식,m1_eq_multiple_solving_methods,방정식의 여러 풀이 방법,일차방정식,contains,intra_unit,medium,official_dual_source,yes,3,
12,일차방정식,m1_eq_solving_linear_equation__contains__m1_eq_transposition,m1_eq_solving_linear_equation,일차방정식 풀기,일차방정식,m1_eq_transposition,이항,일차방정식,contains,intra_unit,high,official_single_source,yes,2,
12,일차방정식,m1_eq_unit__contains__m1_eq_equality,m1_eq_unit,일차방정식,일차방정식,m1_eq_equality,등식,일차방정식,contains,intra_unit,high,official_dual_source,yes,3,
12,일차방정식,m1_eq_unit__contains__m1_eq_equality_properties,m1_eq_unit,일차방정식,일차방정식,m1_eq_equality_properties,등식의 성질,일차방정식,contains,intra_unit,high,official_dual_source,yes,2,
12,일차방정식,m1_eq_unit__contains__m1_eq_equation,m1_eq_unit,일차방정식,일차방정식,m1_eq_equation,방정식,일차방정식,contains,intra_unit,high,official_dual_source,yes,3,
