rank,unit,edge_id,source_id,source_label_ko,source_unit,target_id,target_label_ko,target_unit,relationship_type,edge_scope,confidence,evidence_depth,needs_textbook_evidence,source_ref_count,notes
9,삼각형과 사각형의 성질,m1_geo_triangle_quadrilateral_unit__contains__m1_mis_circumcenter_incenter,m1_geo_triangle_quadrilateral_unit,삼각형과 사각형의 성질,삼각형과 사각형의 성질,m1_mis_circumcenter_incenter,외심과 내심을 혼동하는 오류,삼각형과 사각형의 성질,contains,intra_unit,low,official_dual_source,yes,2,
9,삼각형과 사각형의 성질,m1_geo_triangle_quadrilateral_unit__contains__m1_mis_isosceles_base_vertex_angle_confusion,m1_geo_triangle_quadrilateral_unit,삼각형과 사각형의 성질,삼각형과 사각형의 성질,m1_mis_isosceles_base_vertex_angle_confusion,이등변삼각형의 밑각과 꼭지각을 혼동하는 오류,삼각형과 사각형의 성질,contains,intra_unit,low,official_dual_source,yes,2,
9,삼각형과 사각형의 성질,m1_geo_triangle_quadrilateral_unit__contains__m1_mis_proof_observation,m1_geo_triangle_quadrilateral_unit,삼각형과 사각형의 성질,삼각형과 사각형의 성질,m1_mis_proof_observation,관찰 결과와 증명을 같은 수준의 근거로 보는 오류,삼각형과 사각형의 성질,contains,intra_unit,low,official_dual_source,yes,2,
9,삼각형과 사각형의 성질,m1_geo_triangle_quadrilateral_unit__contains__m1_mis_quadrilateral_inclusion_relation,m1_geo_triangle_quadrilateral_unit,삼각형과 사각형의 성질,삼각형과 사각형의 성질,m1_mis_quadrilateral_inclusion_relation,사각형 포함 관계를 반대로 이해하는 오류,삼각형과 사각형의 성질,contains,intra_unit,low,official_dual_source,yes,2,
9,삼각형과 사각형의 성질,m1_mis_circumcenter_incenter__often_confused_with__m1_geo_circumcenter,m1_mis_circumcenter_incenter,외심과 내심을 혼동하는 오류,삼각형과 사각형의 성질,m1_geo_circumcenter,외심,삼각형과 사각형의 성질,often_confused_with,intra_unit,low,official_dual_source,yes,2,
9,삼각형과 사각형의 성질,m1_mis_circumcenter_incenter__often_confused_with__m1_geo_circumcenter_equal_vertex_distance,m1_mis_circumcenter_incenter,외심과 내심을 혼동하는 오류,삼각형과 사각형의 성질,m1_geo_circumcenter_equal_vertex_distance,외심에서 세 꼭짓점까지의 거리,삼각형과 사각형의 성질,often_confused_with,intra_unit,low,official_dual_source,yes,2,related_ids에서 확인된 오개념 위험 연결을 낮은 신뢰도 edge로 보강. 교과서 근거 확인 후 유지 또는 조정.
9,삼각형과 사각형의 성질,m1_mis_circumcenter_incenter__often_confused_with__m1_geo_circumcircle,m1_mis_circumcenter_incenter,외심과 내심을 혼동하는 오류,삼각형과 사각형의 성질,m1_geo_circumcircle,외접원,삼각형과 사각형의 성질,often_confused_with,intra_unit,low,official_dual_source,yes,2,related_ids에서 확인된 오개념 위험 연결을 낮은 신뢰도 edge로 보강. 교과서 근거 확인 후 유지 또는 조정.
9,삼각형과 사각형의 성질,m1_mis_circumcenter_incenter__often_confused_with__m1_geo_incenter,m1_mis_circumcenter_incenter,외심과 내심을 혼동하는 오류,삼각형과 사각형의 성질,m1_geo_incenter,내심,삼각형과 사각형의 성질,often_confused_with,intra_unit,low,official_dual_source,yes,2,
9,삼각형과 사각형의 성질,m1_mis_circumcenter_incenter__often_confused_with__m1_geo_incenter_equal_side_distance,m1_mis_circumcenter_incenter,외심과 내심을 혼동하는 오류,삼각형과 사각형의 성질,m1_geo_incenter_equal_side_distance,내심에서 세 변까지의 거리,삼각형과 사각형의 성질,often_confused_with,intra_unit,low,official_dual_source,yes,2,related_ids에서 확인된 오개념 위험 연결을 낮은 신뢰도 edge로 보강. 교과서 근거 확인 후 유지 또는 조정.
9,삼각형과 사각형의 성질,m1_mis_circumcenter_incenter__often_confused_with__m1_geo_incircle,m1_mis_circumcenter_incenter,외심과 내심을 혼동하는 오류,삼각형과 사각형의 성질,m1_geo_incircle,내접원,삼각형과 사각형의 성질,often_confused_with,intra_unit,low,official_dual_source,yes,2,related_ids에서 확인된 오개념 위험 연결을 낮은 신뢰도 edge로 보강. 교과서 근거 확인 후 유지 또는 조정.
9,삼각형과 사각형의 성질,m1_mis_isosceles_base_vertex_angle_confusion__often_confused_with__m1_geo_isosceles_base_angles,m1_mis_isosceles_base_vertex_angle_confusion,이등변삼각형의 밑각과 꼭지각을 혼동하는 오류,삼각형과 사각형의 성질,m1_geo_isosceles_base_angles,이등변삼각형의 두 밑각,삼각형과 사각형의 성질,often_confused_with,intra_unit,low,official_dual_source,yes,2,related_ids에서 확인된 오개념 위험 연결을 낮은 신뢰도 edge로 보강. 교과서 근거 확인 후 유지 또는 조정.
9,삼각형과 사각형의 성질,m1_mis_isosceles_base_vertex_angle_confusion__often_confused_with__m1_geo_isosceles_vertex_angle,m1_mis_isosceles_base_vertex_angle_confusion,이등변삼각형의 밑각과 꼭지각을 혼동하는 오류,삼각형과 사각형의 성질,m1_geo_isosceles_vertex_angle,이등변삼각형의 꼭지각,삼각형과 사각형의 성질,often_confused_with,intra_unit,low,official_dual_source,yes,2,related_ids에서 확인된 오개념 위험 연결을 낮은 신뢰도 edge로 보강. 교과서 근거 확인 후 유지 또는 조정.
9,삼각형과 사각형의 성질,m1_mis_proof_observation__often_confused_with__m1_geo_isosceles_properties,m1_mis_proof_observation,관찰 결과와 증명을 같은 수준의 근거로 보는 오류,삼각형과 사각형의 성질,m1_geo_isosceles_properties,이등변삼각형의 성질,삼각형과 사각형의 성질,often_confused_with,intra_unit,low,official_dual_source,yes,2,related_ids에서 확인된 오개념 위험 연결을 낮은 신뢰도 edge로 보강. 교과서 근거 확인 후 유지 또는 조정.
9,삼각형과 사각형의 성질,m1_mis_proof_observation__often_confused_with__m1_geo_justification,m1_mis_proof_observation,관찰 결과와 증명을 같은 수준의 근거로 보는 오류,삼각형과 사각형의 성질,m1_geo_justification,정당화,삼각형과 사각형의 성질,often_confused_with,intra_unit,low,official_dual_source,yes,2,
9,삼각형과 사각형의 성질,m1_mis_proof_observation__often_confused_with__m1_geo_proof,m1_mis_proof_observation,관찰 결과와 증명을 같은 수준의 근거로 보는 오류,삼각형과 사각형의 성질,m1_geo_proof,증명,삼각형과 사각형의 성질,often_confused_with,intra_unit,low,official_dual_source,yes,2,
9,삼각형과 사각형의 성질,m1_mis_quadrilateral_inclusion_relation__often_confused_with__m1_geo_quadrilateral_classification,m1_mis_quadrilateral_inclusion_relation,사각형 포함 관계를 반대로 이해하는 오류,삼각형과 사각형의 성질,m1_geo_quadrilateral_classification,사각형 분류하기,삼각형과 사각형의 성질,often_confused_with,intra_unit,low,official_dual_source,yes,2,related_ids에서 확인된 오개념 위험 연결을 낮은 신뢰도 edge로 보강. 교과서 근거 확인 후 유지 또는 조정.
9,삼각형과 사각형의 성질,m1_mis_quadrilateral_inclusion_relation__often_confused_with__m1_geo_square_rectangle_rhombus_relation,m1_mis_quadrilateral_inclusion_relation,사각형 포함 관계를 반대로 이해하는 오류,삼각형과 사각형의 성질,m1_geo_square_rectangle_rhombus_relation,정사각형과 직사각형·마름모의 관계,삼각형과 사각형의 성질,often_confused_with,intra_unit,low,official_dual_source,yes,2,related_ids에서 확인된 오개념 위험 연결을 낮은 신뢰도 edge로 보강. 교과서 근거 확인 후 유지 또는 조정.
9,삼각형과 사각형의 성질,m1_mis_proof_observation__often_confused_with__m1_geo_circle_justification,m1_mis_proof_observation,관찰 결과와 증명을 같은 수준의 근거로 보는 오류,삼각형과 사각형의 성질,m1_geo_circle_justification,원의 성질 정당화,원의 성질,often_confused_with,cross_unit,low,official_dual_source,yes,4,
9,삼각형과 사각형의 성질,m1_geo_triangle_midpoint_theorem__related_to__m1_geo_centroid,m1_geo_triangle_midpoint_theorem,삼각형의 중점연결정리,도형의 닮음,m1_geo_centroid,무게중심,삼각형과 사각형의 성질,related_to,cross_unit,low,official_dual_source,yes,5,"The triangle midpoint theorem and centroid work both use medians or midpoint/parallel-line reasoning, but exact sequencing needs textbook confirmation."
9,삼각형과 사각형의 성질,m1_geo_circumcenter__contains__m1_geo_circumcenter_equal_vertex_distance,m1_geo_circumcenter,외심,삼각형과 사각형의 성질,m1_geo_circumcenter_equal_vertex_distance,외심에서 세 꼭짓점까지의 거리,삼각형과 사각형의 성질,contains,intra_unit,high,official_dual_source,yes,2,
9,삼각형과 사각형의 성질,m1_geo_circumcenter__contains__m1_geo_circumcenter_perpendicular_bisectors,m1_geo_circumcenter,외심,삼각형과 사각형의 성질,m1_geo_circumcenter_perpendicular_bisectors,외심과 세 변의 수직이등분선,삼각형과 사각형의 성질,contains,intra_unit,high,official_dual_source,yes,3,
9,삼각형과 사각형의 성질,m1_geo_circumcenter__contains__m1_geo_circumradius,m1_geo_circumcenter,외심,삼각형과 사각형의 성질,m1_geo_circumradius,외접원의 반지름,삼각형과 사각형의 성질,contains,intra_unit,medium,official_dual_source,yes,3,
9,삼각형과 사각형의 성질,m1_geo_circumcenter__contains__m1_geo_construct_circumcenter,m1_geo_circumcenter,외심,삼각형과 사각형의 성질,m1_geo_construct_circumcenter,외심 찾기,삼각형과 사각형의 성질,contains,intra_unit,high,official_dual_source,yes,3,
9,삼각형과 사각형의 성질,m1_geo_incenter__contains__m1_geo_construct_incenter,m1_geo_incenter,내심,삼각형과 사각형의 성질,m1_geo_construct_incenter,내심 찾기,삼각형과 사각형의 성질,contains,intra_unit,high,official_dual_source,yes,3,
9,삼각형과 사각형의 성질,m1_geo_incenter__contains__m1_geo_incenter_angle_bisectors,m1_geo_incenter,내심,삼각형과 사각형의 성질,m1_geo_incenter_angle_bisectors,내심과 세 내각의 이등분선,삼각형과 사각형의 성질,contains,intra_unit,high,official_dual_source,yes,3,
