rank,unit,edge_id,source_id,source_label_ko,source_unit,target_id,target_label_ko,target_unit,relationship_type,edge_scope,confidence,evidence_depth,needs_textbook_evidence,source_ref_count,notes
30,피타고라스 정리,m1_geo_pythagorean_unit__contains__m1_geo_pythagorean_converse,m1_geo_pythagorean_unit,피타고라스 정리,피타고라스 정리,m1_geo_pythagorean_converse,피타고라스 정리의 역,피타고라스 정리,contains,intra_unit,medium,official_dual_source,yes,2,
30,피타고라스 정리,m1_geo_pythagorean_unit__contains__m1_geo_pythagorean_justification,m1_geo_pythagorean_unit,피타고라스 정리,피타고라스 정리,m1_geo_pythagorean_justification,피타고라스 정리의 정당화,피타고라스 정리,contains,intra_unit,high,official_dual_source,yes,3,
30,피타고라스 정리,m1_geo_pythagorean_unit__contains__m1_geo_pythagorean_theorem,m1_geo_pythagorean_unit,피타고라스 정리,피타고라스 정리,m1_geo_pythagorean_theorem,피타고라스 정리,피타고라스 정리,contains,intra_unit,high,official_dual_source,yes,3,
30,피타고라스 정리,m1_geo_pythagorean_unit__contains__m1_geo_right_triangle,m1_geo_pythagorean_unit,피타고라스 정리,피타고라스 정리,m1_geo_right_triangle,직각삼각형,피타고라스 정리,contains,intra_unit,high,official_dual_source,yes,3,
30,피타고라스 정리,m1_geo_pythagorean_unit__contains__m1_geo_right_triangle_judgement,m1_geo_pythagorean_unit,피타고라스 정리,피타고라스 정리,m1_geo_right_triangle_judgement,세 변의 길이로 직각삼각형 판별,피타고라스 정리,contains,intra_unit,high,official_dual_source,yes,2,
30,피타고라스 정리,m1_geo_pythagorean_converse__prerequisite_for__m1_geo_right_triangle_judgement,m1_geo_pythagorean_converse,피타고라스 정리의 역,피타고라스 정리,m1_geo_right_triangle_judgement,세 변의 길이로 직각삼각형 판별,피타고라스 정리,prerequisite_for,intra_unit,high,official_dual_source,yes,2,
30,피타고라스 정리,m1_geo_pythagorean_theorem__prerequisite_for__m1_geo_pythagorean_converse,m1_geo_pythagorean_theorem,피타고라스 정리,피타고라스 정리,m1_geo_pythagorean_converse,피타고라스 정리의 역,피타고라스 정리,prerequisite_for,intra_unit,medium,official_dual_source,yes,2,
30,피타고라스 정리,m1_geo_pythagorean_theorem__prerequisite_for__m1_geo_pythagorean_justification,m1_geo_pythagorean_theorem,피타고라스 정리,피타고라스 정리,m1_geo_pythagorean_justification,피타고라스 정리의 정당화,피타고라스 정리,prerequisite_for,intra_unit,high,official_dual_source,yes,3,
30,피타고라스 정리,m1_geo_right_triangle__prerequisite_for__m1_geo_pythagorean_theorem,m1_geo_right_triangle,직각삼각형,피타고라스 정리,m1_geo_pythagorean_theorem,피타고라스 정리,피타고라스 정리,prerequisite_for,intra_unit,high,official_dual_source,yes,3,
30,피타고라스 정리,m1_geo_pythagorean_converse__used_in__m1_geo_right_triangle_judgement,m1_geo_pythagorean_converse,피타고라스 정리의 역,피타고라스 정리,m1_geo_right_triangle_judgement,세 변의 길이로 직각삼각형 판별,피타고라스 정리,used_in,intra_unit,high,official_dual_source,yes,2,
30,피타고라스 정리,m1_geo_pythagorean_theorem__used_in__m1_geo_pythagorean_justification,m1_geo_pythagorean_theorem,피타고라스 정리,피타고라스 정리,m1_geo_pythagorean_justification,피타고라스 정리의 정당화,피타고라스 정리,used_in,intra_unit,high,official_dual_source,yes,2,
30,피타고라스 정리,m1_geo_pythagorean_theorem__used_in__m1_geo_right_triangle_judgement,m1_geo_pythagorean_theorem,피타고라스 정리,피타고라스 정리,m1_geo_right_triangle_judgement,세 변의 길이로 직각삼각형 판별,피타고라스 정리,used_in,intra_unit,high,official_dual_source,yes,2,
30,피타고라스 정리,m1_geo_right_triangle__used_in__m1_geo_right_triangle_judgement,m1_geo_right_triangle,직각삼각형,피타고라스 정리,m1_geo_right_triangle_judgement,세 변의 길이로 직각삼각형 판별,피타고라스 정리,used_in,intra_unit,medium,official_dual_source,yes,2,Right-triangle judgement applies the right-triangle concept to side-length conditions.
30,피타고라스 정리,m1_geo_pythagorean_converse__contrasts_with__m1_geo_pythagorean_theorem,m1_geo_pythagorean_converse,피타고라스 정리의 역,피타고라스 정리,m1_geo_pythagorean_theorem,피타고라스 정리,피타고라스 정리,contrasts_with,intra_unit,medium,official_dual_source,yes,2,
30,피타고라스 정리,m1_geo_pythagorean_theorem__contrasts_with__m1_geo_pythagorean_converse,m1_geo_pythagorean_theorem,피타고라스 정리,피타고라스 정리,m1_geo_pythagorean_converse,피타고라스 정리의 역,피타고라스 정리,contrasts_with,intra_unit,medium,official_dual_source,yes,2,
30,피타고라스 정리,m1_geo_domain__contains__m1_geo_pythagorean_unit,m1_geo_domain,도형과 측정,도형과 측정,m1_geo_pythagorean_unit,피타고라스 정리,피타고라스 정리,contains,cross_unit,high,official_dual_source,yes,2,
30,피타고라스 정리,m1_geo_angle__prerequisite_for__m1_geo_right_triangle,m1_geo_angle,각,기본 도형,m1_geo_right_triangle,직각삼각형,피타고라스 정리,prerequisite_for,cross_unit,high,official_dual_source,yes,3,
30,피타고라스 정리,m1_geo_justification__prerequisite_for__m1_geo_pythagorean_justification,m1_geo_justification,정당화,삼각형과 사각형의 성질,m1_geo_pythagorean_justification,피타고라스 정리의 정당화,피타고라스 정리,prerequisite_for,cross_unit,high,official_dual_source,yes,3,
30,피타고라스 정리,m1_geo_right_triangle__prerequisite_for__m1_geo_right_triangle_congruence_conditions,m1_geo_right_triangle,직각삼각형,피타고라스 정리,m1_geo_right_triangle_congruence_conditions,직각삼각형의 합동 조건,삼각형과 사각형의 성질,prerequisite_for,cross_unit,medium,official_dual_source,yes,3,
30,피타고라스 정리,m1_geo_right_triangle__prerequisite_for__m1_geo_special_angles_30_45_60,m1_geo_right_triangle,직각삼각형,피타고라스 정리,m1_geo_special_angles_30_45_60,"30도, 45도, 60도의 삼각비",삼각비,prerequisite_for,cross_unit,high,official_dual_source,yes,2,
30,피타고라스 정리,m1_geo_right_triangle__prerequisite_for__m1_geo_trig_adjacent_side,m1_geo_right_triangle,직각삼각형,피타고라스 정리,m1_geo_trig_adjacent_side,기준각의 이웃변,삼각비,prerequisite_for,cross_unit,medium,official_dual_source,yes,2,
30,피타고라스 정리,m1_geo_right_triangle__prerequisite_for__m1_geo_trig_distance_height_modeling,m1_geo_right_triangle,직각삼각형,피타고라스 정리,m1_geo_trig_distance_height_modeling,거리와 높이 문제를 직각삼각형으로 나타내기,삼각비,prerequisite_for,cross_unit,medium,official_dual_source,yes,2,
30,피타고라스 정리,m1_geo_right_triangle__prerequisite_for__m1_geo_trig_hypotenuse,m1_geo_right_triangle,직각삼각형,피타고라스 정리,m1_geo_trig_hypotenuse,삼각비에서의 빗변,삼각비,prerequisite_for,cross_unit,medium,official_dual_source,yes,2,
30,피타고라스 정리,m1_geo_right_triangle__prerequisite_for__m1_geo_trig_opposite_side,m1_geo_right_triangle,직각삼각형,피타고라스 정리,m1_geo_trig_opposite_side,기준각의 대변,삼각비,prerequisite_for,cross_unit,medium,official_dual_source,yes,2,
30,피타고라스 정리,m1_geo_right_triangle__prerequisite_for__m1_geo_trig_reference_angle,m1_geo_right_triangle,직각삼각형,피타고라스 정리,m1_geo_trig_reference_angle,삼각비의 기준각,삼각비,prerequisite_for,cross_unit,medium,official_dual_source,yes,2,
30,피타고라스 정리,m1_geo_right_triangle__prerequisite_for__m1_geo_trigonometric_ratio,m1_geo_right_triangle,직각삼각형,피타고라스 정리,m1_geo_trigonometric_ratio,삼각비,삼각비,prerequisite_for,cross_unit,high,official_dual_source,yes,3,
30,피타고라스 정리,m1_geo_similarity_unit__prerequisite_for__m1_geo_pythagorean_unit,m1_geo_similarity_unit,도형의 닮음,도형의 닮음,m1_geo_pythagorean_unit,피타고라스 정리,피타고라스 정리,prerequisite_for,cross_unit,high,official_dual_source,yes,2,
30,피타고라스 정리,m1_geo_triangle_quadrilateral_unit__prerequisite_for__m1_geo_pythagorean_unit,m1_geo_triangle_quadrilateral_unit,삼각형과 사각형의 성질,삼각형과 사각형의 성질,m1_geo_pythagorean_unit,피타고라스 정리,피타고라스 정리,prerequisite_for,cross_unit,high,official_dual_source,yes,2,
30,피타고라스 정리,m1_geo_triangle_quadrilateral_unit__prerequisite_for__m1_geo_right_triangle,m1_geo_triangle_quadrilateral_unit,삼각형과 사각형의 성질,삼각형과 사각형의 성질,m1_geo_right_triangle,직각삼각형,피타고라스 정리,prerequisite_for,cross_unit,high,official_dual_source,yes,3,
30,피타고라스 정리,m1_num_square_root__prerequisite_for__m1_geo_pythagorean_theorem,m1_num_square_root,제곱근,제곱근과 실수,m1_geo_pythagorean_theorem,피타고라스 정리,피타고라스 정리,prerequisite_for,cross_unit,high,official_dual_source,yes,3,
30,피타고라스 정리,m1_geo_length__used_in__m1_geo_right_triangle_judgement,m1_geo_length,길이,도형과 측정,m1_geo_right_triangle_judgement,세 변의 길이로 직각삼각형 판별,피타고라스 정리,used_in,cross_unit,medium,official_dual_source,yes,2,
30,피타고라스 정리,m1_geo_proof__used_in__m1_geo_pythagorean_justification,m1_geo_proof,증명,삼각형과 사각형의 성질,m1_geo_pythagorean_justification,피타고라스 정리의 정당화,피타고라스 정리,used_in,cross_unit,medium,official_dual_source,yes,3,Justifying the Pythagorean theorem uses proof or proof-like reasoning appropriate to the curriculum level.
30,피타고라스 정리,m1_geo_triangle__used_in__m1_geo_right_triangle,m1_geo_triangle,삼각형,도형과 측정,m1_geo_right_triangle,직각삼각형,피타고라스 정리,used_in,cross_unit,medium,official_dual_source,yes,4,
30,피타고라스 정리,m1_geo_pythagorean_unit__related_to__m1_geo_trig_unit,m1_geo_pythagorean_unit,피타고라스 정리,피타고라스 정리,m1_geo_trig_unit,삼각비,삼각비,related_to,cross_unit,medium,official_dual_source,yes,4,"삼각비는 직각삼각형 맥락에서 피타고라스 정리 단원과 이어지지만, 단원 전체를 직접 선수 관계로 확정하지 않고 관련 단원으로 둔다."
