packet_rank,grade,domain,unit,concept_id,label_ko,concept_type,confidence,evidence_depth,needs_textbook_evidence,source_ref_count,current_source_refs,extraction_status,toc_ref,learning_objective_ref,definition_ref,summary_ref,example_ref,term_explanation_ref,problem_pattern_ref,textbook_page_refs,extraction_notes
6,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,m1_mis_absolute_value_positive,절댓값을 항상 양수로만 말하는 오류,misconception_risk,low,official_dual_source,yes,2,"curriculum_math_2022: printed p. 34; terms and symbols for 수와 연산; term_list; 소수, 합성수, 거듭제곱, 지수, 밑, 소인수, 소인수분해, 서로소, 양수, 음수, 정수, 수직선, 유리수, 절댓값, 교환법칙, 결합법칙, 분배법칙, 역수, 유한소수, 무한소수, 순환소수, 순환마디, 제곱근, 근호, 무리수, 실수, 분모의 유리화 등을 다룸 | achievement_math_2022: 정수와 유리수 section; [9수01-04] achievement levels; achievement_level; 정수와 유리수의 대소 관계를 판단하고 수직선 위에서 비교하는 수준을 구분",pending_textbook_pdf,,,,,,,,,
6,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,m1_mis_negative_order,음수의 대소를 절댓값 크기로 판단하는 오류,misconception_risk,low,official_dual_source,yes,2,curriculum_math_2022: printed p. 33; [9수01-04]; achievement_standard; 정수와 유리수의 대소 관계를 판단하는 성취기준 | achievement_math_2022: 정수와 유리수 section; [9수01-04] achievement levels; achievement_level; 정수와 유리수의 대소 관계를 판단하고 수직선 위에서 비교하는 수준을 구분,pending_textbook_pdf,,,,,,,,,
6,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,m1_mis_sign_operation,부호와 연산 기호를 혼동하는 오류,misconception_risk,low,official_dual_source,yes,2,"curriculum_math_2022: printed p. 34; terms and symbols for 수와 연산; term_list; 소수, 합성수, 거듭제곱, 지수, 밑, 소인수, 소인수분해, 서로소, 양수, 음수, 정수, 수직선, 유리수, 절댓값, 교환법칙, 결합법칙, 분배법칙, 역수, 유한소수, 무한소수, 순환소수, 순환마디, 제곱근, 근호, 무리수, 실수, 분모의 유리화 등을 다룸 | achievement_math_2022: 정수와 유리수 section; [9수01-05] achievement levels; achievement_level; 정수와 유리수의 사칙계산 원리 이해, 덧셈·뺄셈·곱셈·나눗셈, 혼합계산 수준을 구분",pending_textbook_pdf,,,,,,,,,
6,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,m1_num_minus_sign,음의 부호,term,medium,official_single_source,yes,1,"curriculum_math_2022: printed p. 34; terms and symbols for 수와 연산; term_list; 소수, 합성수, 거듭제곱, 지수, 밑, 소인수, 소인수분해, 서로소, 양수, 음수, 정수, 수직선, 유리수, 절댓값, 교환법칙, 결합법칙, 분배법칙, 역수, 유한소수, 무한소수, 순환소수, 순환마디, 제곱근, 근호, 무리수, 실수, 분모의 유리화 등을 다룸",pending_textbook_pdf,,,,,,,,,
6,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,m1_num_plus_sign,양의 부호,term,medium,official_single_source,yes,1,"curriculum_math_2022: printed p. 34; terms and symbols for 수와 연산; term_list; 소수, 합성수, 거듭제곱, 지수, 밑, 소인수, 소인수분해, 서로소, 양수, 음수, 정수, 수직선, 유리수, 절댓값, 교환법칙, 결합법칙, 분배법칙, 역수, 유한소수, 무한소수, 순환소수, 순환마디, 제곱근, 근호, 무리수, 실수, 분모의 유리화 등을 다룸",pending_textbook_pdf,,,,,,,,,
6,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,m1_num_absolute_value,절댓값,term,high,official_dual_source,yes,3,"curriculum_math_2022: printed p. 34; terms and symbols for 수와 연산; term_list; 소수, 합성수, 거듭제곱, 지수, 밑, 소인수, 소인수분해, 서로소, 양수, 음수, 정수, 수직선, 유리수, 절댓값, 교환법칙, 결합법칙, 분배법칙, 역수, 유한소수, 무한소수, 순환소수, 순환마디, 제곱근, 근호, 무리수, 실수, 분모의 유리화 등을 다룸 | curriculum_math_2022: printed p. 33; [9수01-04]; achievement_standard; 정수와 유리수의 대소 관계를 판단하는 성취기준 | achievement_math_2022: 정수와 유리수 section; [9수01-04] achievement levels; achievement_level; 정수와 유리수의 대소 관계를 판단하고 수직선 위에서 비교하는 수준을 구분",pending_textbook_pdf,,,,,,,,,
6,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,m1_num_associative_law,결합법칙,property,high,official_dual_source,yes,2,"curriculum_math_2022: printed p. 34; terms and symbols for 수와 연산; term_list; 소수, 합성수, 거듭제곱, 지수, 밑, 소인수, 소인수분해, 서로소, 양수, 음수, 정수, 수직선, 유리수, 절댓값, 교환법칙, 결합법칙, 분배법칙, 역수, 유한소수, 무한소수, 순환소수, 순환마디, 제곱근, 근호, 무리수, 실수, 분모의 유리화 등을 다룸 | achievement_math_2022: 정수와 유리수 section; [9수01-05] achievement levels; achievement_level; 정수와 유리수의 사칙계산 원리 이해, 덧셈·뺄셈·곱셈·나눗셈, 혼합계산 수준을 구분",pending_textbook_pdf,,,,,,,,,
6,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,m1_num_commutative_law,교환법칙,property,high,official_dual_source,yes,2,"curriculum_math_2022: printed p. 34; terms and symbols for 수와 연산; term_list; 소수, 합성수, 거듭제곱, 지수, 밑, 소인수, 소인수분해, 서로소, 양수, 음수, 정수, 수직선, 유리수, 절댓값, 교환법칙, 결합법칙, 분배법칙, 역수, 유한소수, 무한소수, 순환소수, 순환마디, 제곱근, 근호, 무리수, 실수, 분모의 유리화 등을 다룸 | achievement_math_2022: 정수와 유리수 section; [9수01-05] achievement levels; achievement_level; 정수와 유리수의 사칙계산 원리 이해, 덧셈·뺄셈·곱셈·나눗셈, 혼합계산 수준을 구분",pending_textbook_pdf,,,,,,,,,
6,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,m1_num_distributive_law,분배법칙,property,high,official_dual_source,yes,2,"curriculum_math_2022: printed p. 34; terms and symbols for 수와 연산; term_list; 소수, 합성수, 거듭제곱, 지수, 밑, 소인수, 소인수분해, 서로소, 양수, 음수, 정수, 수직선, 유리수, 절댓값, 교환법칙, 결합법칙, 분배법칙, 역수, 유한소수, 무한소수, 순환소수, 순환마디, 제곱근, 근호, 무리수, 실수, 분모의 유리화 등을 다룸 | achievement_math_2022: 정수와 유리수 section; [9수01-05] achievement levels; achievement_level; 정수와 유리수의 사칙계산 원리 이해, 덧셈·뺄셈·곱셈·나눗셈, 혼합계산 수준을 구분",pending_textbook_pdf,,,,,,,,,
6,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,m1_num_four_operations,정수와 유리수의 사칙계산,procedure,high,official_dual_source,yes,3,"curriculum_math_2022: printed p. 33; [9수01-05]; achievement_standard; 정수와 유리수의 사칙계산 원리를 이해하고 계산하는 성취기준 | curriculum_math_2022: printed pp. 33-34; [9수01-05] explanation and considerations; teaching_note; 정수의 사칙계산 원리는 여러 가지 모델로 직관적으로 이해하게 하며 정수와 유리수의 지나치게 복잡한 계산과 사칙계산 이외의 이항연산은 다루지 않음 | achievement_math_2022: 정수와 유리수 section; [9수01-05] achievement levels; achievement_level; 정수와 유리수의 사칙계산 원리 이해, 덧셈·뺄셈·곱셈·나눗셈, 혼합계산 수준을 구분",pending_textbook_pdf,,,,,,,,,
