packet_rank,grade,domain,unit,concept_id,label_ko,concept_type,confidence,evidence_depth,needs_textbook_evidence,source_ref_count,current_source_refs,required_evidence_fields,evidence_focus,extraction_status,toc_ref,learning_objective_ref,definition_ref,summary_ref,example_ref,term_explanation_ref,problem_pattern_ref,textbook_page_refs,extraction_notes
13,중3(교육과정 학년군: 중1-3),변화와 관계,이차방정식,m1_mis_quadratic_factorization_solution,인수분해한 식에서 해 조건을 빠뜨리는 오류,misconception_risk,low,official_single_source,yes,2,"achievement_math_2022: 이차방정식 section; [9수02-20] achievement levels; achievement_level; 이차방정식을 풀고 과정을 설명하거나 활용하며, 이차항의 계수가 1인 이차방정식을 푸는 수준을 구분 | achievement_math_2022: 다항식의 곱셈과 인수분해 section; [9수02-19] achievement levels; achievement_level; 다항식의 곱셈과 인수분해의 역관계 이해, 두 다항식의 곱 전개, 이차식 인수분해, 간단한 절차 수행 수준을 구분",example_ref;problem_pattern_ref;textbook_page_refs;extraction_notes,Confirm from examples or repeated problem patterns.,pending_textbook_pdf,,,,,,,,,
13,중3(교육과정 학년군: 중1-3),변화와 관계,이차방정식,m1_mis_root_coefficient_relation_scope,근과 계수와의 관계를 중학교 범위로 오인하는 오류,misconception_risk,low,official_single_source,yes,1,"curriculum_math_2022: printed p. 36; achievement-standard considerations; teaching_note; 이차함수의 최댓값과 최솟값은 x의 범위가 실수 전체인 경우만 다루고, 이차방정식은 해가 실수인 경우만 다루며 근과 계수와의 관계는 다루지 않음",example_ref;problem_pattern_ref;textbook_page_refs;extraction_notes,Confirm from examples or repeated problem patterns.,pending_textbook_pdf,,,,,,,,,
13,중3(교육과정 학년군: 중1-3),변화와 관계,이차방정식,m1_quad_eq_root_formula_substitution,근의 공식에 계수 대입하기,procedure,low,official_single_source,yes,2,"curriculum_math_2022: printed p. 36; terms and symbols for 변화와 관계; term_list; 대입, 다항식, 항, 단항식, 상수항, 계수, 차수, 일차식, 동류항, 등식, 방정식, 미지수, 해, 근, 항등식, 이항, 일차방정식, 변수, 좌표, 그래프, 인수, 인수분해, 완전제곱식, 이차방정식, 중근, 근의 공식, 이차함수, 포물선, 축, 꼭짓점, 최댓값, 최솟값 등을 다룸 | curriculum_math_2022: printed p. 35; [9수02-20]; achievement_standard; 이차방정식을 풀고 활용하여 문제를 해결하는 성취기준",summary_ref;example_ref;textbook_page_refs;extraction_notes,Find worked example or summary that shows the procedure.,pending_textbook_pdf,,,,,,,,,
13,중3(교육과정 학년군: 중1-3),변화와 관계,이차방정식,m1_quad_eq_zero_product_condition,각 인수가 0이 되는 조건,property,low,official_single_source,yes,2,"achievement_math_2022: 이차방정식 section; [9수02-20] achievement levels; achievement_level; 이차방정식을 풀고 과정을 설명하거나 활용하며, 이차항의 계수가 1인 이차방정식을 푸는 수준을 구분 | achievement_math_2022: 다항식의 곱셈과 인수분해 section; [9수02-19] achievement levels; achievement_level; 다항식의 곱셈과 인수분해의 역관계 이해, 두 다항식의 곱 전개, 이차식 인수분해, 간단한 절차 수행 수준을 구분",definition_ref;summary_ref;textbook_page_refs;extraction_notes,Find textbook statement of the property and any summary box.,pending_textbook_pdf,,,,,,,,,
13,중3(교육과정 학년군: 중1-3),변화와 관계,이차방정식,m1_mis_quadratic_expression_equation,이차식과 이차방정식을 혼동하는 오류,misconception_risk,low,official_dual_source,yes,3,"curriculum_math_2022: printed p. 36; terms usable in teaching and learning situations; instructional_term_list; 식의 값, 좌변, 우변, 양변, 이차식, 전개식, 연립일차방정식, 소거, 가감법, 대입법, 함수의 그래프 등은 교수·학습 상황에서 사용할 수 있음 | curriculum_math_2022: printed p. 35; [9수02-20]; achievement_standard; 이차방정식을 풀고 활용하여 문제를 해결하는 성취기준 | achievement_math_2022: 이차방정식 section; [9수02-20] achievement levels; achievement_level; 이차방정식을 풀고 과정을 설명하거나 활용하며, 이차항의 계수가 1인 이차방정식을 푸는 수준을 구분",example_ref;problem_pattern_ref;textbook_page_refs;extraction_notes,Confirm from examples or repeated problem patterns.,pending_textbook_pdf,,,,,,,,,
13,중3(교육과정 학년군: 중1-3),변화와 관계,이차방정식,m1_quad_eq_factorized_form,이차방정식의 인수분해된 식 표현,representation,medium,official_single_source,yes,3,"achievement_math_2022: 이차방정식 section; [9수02-20] achievement levels; achievement_level; 이차방정식을 풀고 과정을 설명하거나 활용하며, 이차항의 계수가 1인 이차방정식을 푸는 수준을 구분 | achievement_math_2022: 다항식의 곱셈과 인수분해 section; [9수02-19] achievement levels; achievement_level; 다항식의 곱셈과 인수분해의 역관계 이해, 두 다항식의 곱 전개, 이차식 인수분해, 간단한 절차 수행 수준을 구분 | achievement_research_report_2022: 연구보고서 p. 219; 다항식의 곱셈과 인수분해 성취기준별 성취수준; research_report_achievement_level_context; 다항식의 곱셈과 인수분해의 역관계 이해와 과정 설명, 두 다항식의 곱 전개, 이차식 인수분해, 안내된 절차 수행 수준을 구분",definition_ref;example_ref;textbook_page_refs,"Find textbook diagram, table, graph, expression, or worked example.",pending_textbook_pdf,,,,,,,,,
13,중3(교육과정 학년군: 중1-3),변화와 관계,이차방정식,m1_quad_eq_quadratic_term,이차항,term,medium,official_single_source,yes,2,"achievement_math_2022: 이차방정식 section; [9수02-20] achievement levels; achievement_level; 이차방정식을 풀고 과정을 설명하거나 활용하며, 이차항의 계수가 1인 이차방정식을 푸는 수준을 구분 | achievement_research_report_2022: 연구보고서 p. 220; 이차방정식 성취기준별 성취수준; research_report_achievement_level_context; [9수02-20] 성취수준에서 이차방정식 풀이와 과정 설명, 문제 상황의 이차방정식 설정, 이차항의 계수가 1인 이차방정식 풀이를 구분",term_explanation_ref;definition_ref;textbook_page_refs,Find textbook term explanation or definition.,pending_textbook_pdf,,,,,,,,,
13,중3(교육과정 학년군: 중1-3),변화와 관계,이차방정식,m1_quad_eq_real_solution_scope,이차방정식의 실수 해 범위,property,high,official_single_source,yes,1,"curriculum_math_2022: printed p. 36; achievement-standard considerations; teaching_note; 이차함수의 최댓값과 최솟값은 x의 범위가 실수 전체인 경우만 다루고, 이차방정식은 해가 실수인 경우만 다루며 근과 계수와의 관계는 다루지 않음",definition_ref;summary_ref;textbook_page_refs,Find textbook statement of the property and any summary box.,pending_textbook_pdf,,,,,,,,,
13,중3(교육과정 학년군: 중1-3),변화와 관계,이차방정식,m1_quad_eq_coefficients_in_standard_form,이차방정식의 계수,term,medium,official_dual_source,yes,3,"curriculum_math_2022: printed p. 36; terms and symbols for 변화와 관계; term_list; 대입, 다항식, 항, 단항식, 상수항, 계수, 차수, 일차식, 동류항, 등식, 방정식, 미지수, 해, 근, 항등식, 이항, 일차방정식, 변수, 좌표, 그래프, 인수, 인수분해, 완전제곱식, 이차방정식, 중근, 근의 공식, 이차함수, 포물선, 축, 꼭짓점, 최댓값, 최솟값 등을 다룸 | achievement_math_2022: 이차방정식 section; [9수02-20] achievement levels; achievement_level; 이차방정식을 풀고 과정을 설명하거나 활용하며, 이차항의 계수가 1인 이차방정식을 푸는 수준을 구분 | achievement_research_report_2022: 연구보고서 p. 220; 이차방정식 성취기준별 성취수준; research_report_achievement_level_context; [9수02-20] 성취수준에서 이차방정식 풀이와 과정 설명, 문제 상황의 이차방정식 설정, 이차항의 계수가 1인 이차방정식 풀이를 구분",term_explanation_ref;definition_ref;textbook_page_refs,Find textbook term explanation or definition.,pending_textbook_pdf,,,,,,,,,
13,중3(교육과정 학년군: 중1-3),변화와 관계,이차방정식,m1_quad_eq_context_solution_check,해가 문제 상황에 적합한지 확인하기,procedure,high,official_dual_source,yes,3,"curriculum_math_2022: printed p. 36; achievement-standard considerations; teaching_note; 방정식은 다양한 상황으로 도입하고 여러 방법으로 풀며 해가 상황에 적합한지 확인하게 함 | curriculum_math_2022: printed p. 35; [9수02-20]; achievement_standard; 이차방정식을 풀고 활용하여 문제를 해결하는 성취기준 | achievement_math_2022: 이차방정식 section; [9수02-20] achievement levels; achievement_level; 이차방정식을 풀고 과정을 설명하거나 활용하며, 이차항의 계수가 1인 이차방정식을 푸는 수준을 구분",summary_ref;example_ref;textbook_page_refs,Find worked example or summary that shows the procedure.,pending_textbook_pdf,,,,,,,,,
13,중3(교육과정 학년군: 중1-3),변화와 관계,이차방정식,m1_quad_eq_double_root,중근,term,medium,official_dual_source,yes,3,"curriculum_math_2022: printed p. 36; terms and symbols for 변화와 관계; term_list; 대입, 다항식, 항, 단항식, 상수항, 계수, 차수, 일차식, 동류항, 등식, 방정식, 미지수, 해, 근, 항등식, 이항, 일차방정식, 변수, 좌표, 그래프, 인수, 인수분해, 완전제곱식, 이차방정식, 중근, 근의 공식, 이차함수, 포물선, 축, 꼭짓점, 최댓값, 최솟값 등을 다룸 | curriculum_math_2022: printed p. 35; [9수02-20]; achievement_standard; 이차방정식을 풀고 활용하여 문제를 해결하는 성취기준 | achievement_math_2022: 이차방정식 section; [9수02-20] achievement levels; achievement_level; 이차방정식을 풀고 과정을 설명하거나 활용하며, 이차항의 계수가 1인 이차방정식을 푸는 수준을 구분",term_explanation_ref;definition_ref;textbook_page_refs,Find textbook term explanation or definition.,pending_textbook_pdf,,,,,,,,,
13,중3(교육과정 학년군: 중1-3),변화와 관계,이차방정식,m1_quad_eq_factorization_solving,인수분해를 이용한 이차방정식 풀이,procedure,medium,official_dual_source,yes,3,"curriculum_math_2022: printed p. 35; [9수02-20]; achievement_standard; 이차방정식을 풀고 활용하여 문제를 해결하는 성취기준 | achievement_math_2022: 이차방정식 section; [9수02-20] achievement levels; achievement_level; 이차방정식을 풀고 과정을 설명하거나 활용하며, 이차항의 계수가 1인 이차방정식을 푸는 수준을 구분 | achievement_math_2022: 다항식의 곱셈과 인수분해 section; [9수02-19] achievement levels; achievement_level; 다항식의 곱셈과 인수분해의 역관계 이해, 두 다항식의 곱 전개, 이차식 인수분해, 간단한 절차 수행 수준을 구분",summary_ref;example_ref;textbook_page_refs,Find worked example or summary that shows the procedure.,pending_textbook_pdf,,,,,,,,,
13,중3(교육과정 학년군: 중1-3),변화와 관계,이차방정식,m1_quad_eq_leading_coefficient_one_case,이차항의 계수가 1인 이차방정식,sub_concept,high,official_dual_source,yes,3,"curriculum_math_2022: printed p. 35; [9수02-20]; achievement_standard; 이차방정식을 풀고 활용하여 문제를 해결하는 성취기준 | achievement_math_2022: 이차방정식 section; [9수02-20] achievement levels; achievement_level; 이차방정식을 풀고 과정을 설명하거나 활용하며, 이차항의 계수가 1인 이차방정식을 푸는 수준을 구분 | achievement_research_report_2022: 연구보고서 p. 220; 이차방정식 성취기준별 성취수준; research_report_achievement_level_context; [9수02-20] 성취수준에서 이차방정식 풀이와 과정 설명, 문제 상황의 이차방정식 설정, 이차항의 계수가 1인 이차방정식 풀이를 구분",definition_ref;example_ref;textbook_page_refs,Find textbook definition or example that names the sub-concept.,pending_textbook_pdf,,,,,,,,,
